Yorum,Duygu
"Çok şükür ofise allahın selamıyla giren bir kurye kardeşimize sonunda denk geldik. Hatay usulü tavuk dürüm sipariş etmiştim, gayet bol malzemeli ve doyurucu bir porsiyon geldi, sadece sosu biraz daha fazla olabilir idi. Elinize sağlık kesinlikle son siparişim olmayacak.",Olumlu
Teşekkürler.,Olumlu
Siparişiniz yok neden sipariş alıyorsunuz. Çok çok kötü boşa sipariş vermeyin 90dk zaman kaybı.,Olumsuz
Teşekkürler.,Olumlu
İnsanlık hli anlayışla karşılıyorum...,Olumlu
Patates kızartmanız çok kötüydü yiyemedim çöpe attım çok sertti.,Notr
Kurye oktay bey cok iyiydi 100 lira bozuk param yoktu sağolsun 2 dakka da bozdurdu geldi teşekkürler.,Olumlu
70cm dürüm geldi eyvallah. Malzemeye bakacak olursak durum vahim.,Olumsuz
15 dk da mukemmel hız ve mukemmel lezzet ellerinize saglık.,Olumlu
Hızlı ama lezzet değişiyor gibi..,Olumlu
Güzeldi.,Olumlu
İçi bomboş geldi..,Notr
Dönerde deri var.,Olumsuz
Lezzetiniz şahane soğanlık pide senden ailesi olarak başarılarınızın devamını dileriz.,Olumlu
Süper hızlı servis süper lezzet.,Olumlu
Teşekkürler.,Olumlu
"Ürün soğuk geldi, kutunun kapağı açıktı, hijyene önem verilmemişti. Lazzeti beklentimin altındaydı.",Olumsuz
Bu harika dostum.,Olumlu
"Lezzetliydi, teşekkürler.",Olumlu
Karın yoğun yağdığı zaman sipariş vermiştim ona rağmen belirtilen teslimat süresinde siparişim geldi. Getiren kurye çok kibardı. Lezzet zaten mükemmel sadece çiğköfteci saitten yiyorum çiğköfte yerken.,Olumlu
"Tatlı siparişimdem çok memnunum. Şerbeti tam ölçüsünde ve taze servis yapıldı. Çalışan arkadaşlara kolay gelsin, teşekkürler.",Olumlu
1 saatte anca geldi posetlerin içinde nar eksisi ve aci sos hiç hoş değil ızdırap çektik açmak için resmen tadida iyi değildi zaten.,Olumsuz
Teşekkür ederim :).,Olumlu
Soslar çok kötü. Ve multinet söylediğim halde postsuz gelmiş.,Notr
Her zaman ki gibi hersey güzeldi çok teşekkürler.,Olumlu
Yanında belirttiği nar eksisi aci sosu turşusu gelmedi maalesef. Onların yerine mi bilmiyorum ama çikolatalı gofret koymuşlardı muadili heralde?,Notr
Sipariş 1saatte geldi.,Olumsuz
Harika.,Olumlu
1 kg çiğköfteye 3 çeyrek dilim limon koymak hangi aklın ürünü acaba. Limon bitince kalan köfteyi de yiyemedik zaten. Cimriliğinize ancak tam puan verilebilir.,Olumlu
İkram için teşekkürler.,Olumlu
Çok güzel ama yeşillik biraz daha konulabilirdi.,Olumlu
Kurye lavaşı unutmuş 25 dakika onu bekledik.,Olumsuz
Lezzet mükemmel herkese tavsiye ederim benim lavaşları unutup koymamışlar ama ivedilikle telafi ettiler güler yüzlü ve samiler yeni yılda bol bereketli işler dilerim.,Olumlu
Gofretler için teşekkürler.,Olumlu
"Her anlamda çok iyi lezzette, hijyende, serviste hiç sıkıntı yaşamadan ağız tadıyla, gönül rahatlığıyla tercih edilebilecek bir mekan tebrikler.",Olumlu
Taptaze simitler çok iyi.,Olumlu
Her şey çok taze ve lezzetliydi.,Olumlu
Herşey için teşekkürler yalnız biz bir tane dere otlu poğaça söyledik bize üç tane gelmiş fazladan hakkınızı helal edin birdahaki siparisimizde o fazladan iki pogacayida öderiz size.,Olumlu
Gayet güzeldi teşekkürler.,Olumlu
Kıymalı böreği ve simidi güzeldi.. Kol böreği için aynı şeyi söyleyemeyeceğim. Sıcak göndermeleri de güzel.,Olumlu
Bir daha söylermiyim sanmam.,Olumlu
İnsanlar elestirecek ne buluyor anlamadim sirf laf olsun diye elestiriyorsunuz gibi geliyor gul boregi asiri guzel keske kilo almasam ve omrumun sonuna kadar buranin gul boregini yesem...,Olumlu
Sıcacık ve leziz simitlerinizle hızlı bir şekilde bizlere ulaştırmanız mükemmeldi ellerinize sağlık.,Olumlu
Krokanlı pasta oldukça lezzetli ve taptazeydi. Teşekkürler.,Olumlu
Çok güzeldi tadı bozulmadan gelmis boyut olarak bi tik daha büyük olabilirdi ama olsun iyiydi:).,Olumlu
"Her şey çok güzeldi, hakan beyin arayıp havuçlu kek olmadığı için alternatif sunması çok nazikti. Çok doyduk, ellerinize sağlık:).",Olumlu
Tesekkur ederiz.,Olumlu
Yağmur çamur dinlemeden çalışan emekçiler her kuruş helali hoş olsun.,Olumlu
Elinize sağlık.,Olumlu
Başarılı.,Olumlu
Pasta biraz daha iyi olabilirdi.,Olumlu
Arkadaşımın doğumgünu icin pasta sipariş ettim. Ellerinde istedigim boy pasta kalmamış bir büyük boyu aynı ücrete verdiler. Ayrıca çok ilgililerdi sayelerinde güzel bir sürpriz oldu.,Olumlu
Hızınız servisiniz iyi ama hayatımda gördüğüm en berbat ayçöregidir.,Olumlu
Semtimizin en hızlısı en güzeli.,Olumlu
Tatlı kuru pasta yerin tuzlu kuru pasta geldi.,Olumlu
"Hızlı servis, güzel paketleme ayrıca pasta taze ve güzeldi. Teşekkürler.",Olumlu
Biraz soguk tu borekleriniz tadi fena degildi.,Olumlu
Çok teşekkür ederiz herşey için lezzet ve hız tartisilmazdi.,Olumlu
Herşeyi ile çok başarılısınız tek pastanemizsiniz teşekkür ederiz.,Olumlu
Havuçlu pasta kupkuru geldi gerçekten çok kötü asla taze değil 3 günlük gibi yemeden çöpe gitti saolun yani!,Olumlu
Ekleriniz çok güzel ve tazeydi aynı şekilde diğer ürünleriniz de mükemmeldi ayriyetten kuryeniz de çok kibar ve cana yakındı ellerinize sağlık teşekkür ederizz.,Olumlu
Ekler çok tazeydi krem şanti gayet yerindeydi kuriyede çok hızlıydı.,Olumlu
Guzel taze urunler kek guzeldi.,Olumlu
"Siparişim çok hızlı teslim edildi. Fakat hayatımda yediğim en kötü börek ve eklerdi sanırım. Kıymalı börek, peynirli su böreği ve ekler söyledik. Hiç birini yiyemedik. Çok kalitesiz malzeme kullanmışlar ve çok yağlı yapmışlardı.",Notr
Böyle kötü bitr ileçe olamaz.,Notr
Her şey olması gerekttiğinden daha iyidi... Sanki mutfağımdan almışım gibi bir hız. Annemin elleri deymiş gibi lezzetli. Kuryemiz olan arkadaşımızda evimizden birisi gibi saygılı sevgili ve tam bir beyefendiydi. Bundan sonra tatlının tek adresi... Bu kadar iyi oldunuz için tebrik eder teşşekürlerimi.,Olumlu
Cevizli kaymaklı künefeye bayıldık. Elinize sağlık.,Olumlu
Getiren arkadaş kafamıza atacakmış gibi vermese daha iyi olur ama.,Olumlu
Her zamanki gibi künefesi de katmeri de çok iyi..,Olumlu
İlk defa tattığım bi tatlıydı soğuk baklavası ama tadan arkadaşlar çok beğendi hızlı servis ve özenli paketlemeyle on nömero.,Olumlu
Avcıların en güzel künefesini yapıyorlar. İkinci bir alternatifleri yok. Baklavaları da öyledir diye sipariş ettim fakat soguk baklava dedikleri sütlü ve kakaolu bir şey. Üzülerek iade ettim. Aslında her defasında 10 puan veriyorum ama ürünün detayı yazılmadığı için 9 puan.,Olumlu
Yağ tadından dolayı künefenin tadını alamadık :(.,Olumlu
Tüm tatlılarımı buradan alıyorum ve her seferinde muhteşem. Mesafe uzak olmasına rağmen hep sıcacık geldi siparişlerim.,Olumlu
Beğenerek yiyoruz.,Olumlu
Sorunsuz.,Olumlu
Peynir biraz ekşiydi.,Olumlu
Enfes...,Olumlu
Adana dan yolladım arkadaşıma beğendiler saatinde teslim edildi tavsiye ederim.,Olumlu
"Künefe güzeldi, simit katmeri pek beğenmedim.",Olumlu
Çok iyi değildi yediklerim arasında en kötüsüydü hatta resmen süt hamur lapası gbi.,Notr
Sicak geldi tadi cok iyi.,Olumlu
İlk kez spariş verdik. Künefesi lezzetli spesyal olan güzeldi. Tekrar spariş veririm.,Olumlu
Güzel tavsiye ederim.,Olumlu
Harika.,Olumlu
"Künefe çok lezzetliydi, fakat yanında gelen kuruyemiş biraz bayattı.",Olumlu
"Katmer güzeldi künefe de ama servis pek beğenmedim 100 liralık sipariş veriyorum yanında 20 gr kuru yemiş geliyor, süt meyve falan verebilirsiniz ve gelen adam sipariş notuna yazdığım şeyi dövücekmiş gibi kızgın kızgın yanımda okudu nerede güler yüz.",Notr
Sütlava iyi sayılırdı.,Olumlu
Elinize sağlik mütiş.,Olumlu
Lezzeti çok güzel ama servis kötü çünkü yanında bi avuç içi kadar bile olmayan çerez gönderdiniz hiç göndermemeniz daha iyi olur bence ellerinize sağlık iyi çalışmalar.,Olumlu
Efsanesiniz. Muhteşem lezzet. Çok sevdik bugün de söylüyoruz. Ellerinize sağlık.,Olumlu
"Çok sıcak geldi, lezzet mükemmeldi. Teşekkürler.",Olumlu
Elinize sağlik.,Olumlu
Eliniz sağlık cok güzel di.,Olumlu
Zile basılmasin diye not yazmama rağmen zile bastınız!,Olumsuz
Herzaman ki asel kalitesi.,Olumlu
Yıllardır aynı tat hiç değişmiyor.,Olumlu
Salçası azdı ama tadı fena değildi.,Notr
Biraz daha hızlı olsa daha güzel olur lezzetli.,Olumlu
Fiyat performans.,Olumlu
"Hızı harika, servis eksiği var (peçete, çatal vs) tadı güzeldi.",Olumlu
Lahmacun fazla yumuşak ve hamur geldi bana ama yenmeyecek kadar değil elinize sağlık.,Olumlu
Çok güzel harika bir tat.,Olumlu
İlk kez siparis verdim her seyiyle harikaydi.,Olumlu
Lahmacun ve kebapta inanılmaz bir koku var. Bu koku mezelere kadar sinmiş. Son siparişimdi..,Notr
Her zaman lezzetli ve sıcacık.,Olumlu
Hızı iyiydi fakat salata pilav var kaşık yok peçete yok servis kötüydü lezzet orta.,Olumlu
Elinize sağlık.,Olumlu
"Her zaman leziz ve hızlı. Ancak bu sefer karışık kebab istedim, kanat yerine tavuk şiş koyun dedim, kanatı çıkarmışsınız ama yerine bişey koymamışsınız. Lütfen tekrar olmasın. Tşk.",Olumlu
Hakkıyla işinizi yapıyorsunuz gerçekten. Her seferinde memnun kalıyoruz. Çok teşekkürler :).,Olumlu
Mükemmel ötesi.,Olumlu
Mükemmel lezzet yoğun kar yağışına rağmen hızlı teslimat teşekkür ederim.,Olumlu
Şerbeti hiç yoktu..,Notr
"Karlı havada uygun sürede ve sıcacık getirdiler. 2 yıldır sipariş veriyorum, şimdiye dek hiç üzmediler.",Olumlu
"Lahmacun sipariş ettik indirimle diğer yerlerden daha uyguna geldi. İlk başta tereddütlerim vardı ama iyiki sipariş etmişim, bundan sonra artık favori mekanımdır. İndirime ragmen her şeyden bol bol koydular, notu dikkate aldılar. Bu yoruma aldanıp kesinlikle sipariş verebilirsiniz.",Olumlu
Kurye arkadaş güler yüzlü çok hızlı geldi tşk ederim sıcacık geldi lahmacun lezzeti gayet iyi herşey için teşekkürler.,Olumlu
"Ha ri ka! 5 6 kere bu restorandan karışık kebab alıyorum hiç pişman olmadım. Herşey fazla iyi. Hiç düşünmeden alın pişman olmazsınız. Bu fiyata bu kalite müthiş, notumuzu dikkate aldığınız için ayrıca teşekkürler.",Olumlu
Lezzetli güzeldi.,Olumlu
Güzel.,Olumlu
Hızlı geldi fakat lezzet begenmedim.,Notr
İlk siparişimdi 10 10 10.,Olumlu
Ellerinize sağlık harika lahmacunlar sıcacık geldi restorantta yemiş kadar güzeldi.,Olumlu
Hızlı sıcak ve lezzetliydi.,Olumlu
O kadar hızlı ve bir o kadar da sıcak geldi ki. Getiren arkadaşa özellikle teşekkür ederim. Elinize sağlık.,Olumlu
Hızlı güzel lezzetli.,Olumlu
Guzel.,Olumlu
Süper.,Olumlu
Güler yüzlüler.,Olumlu
Teşekkür ederim.,Olumlu
Tadı ve acı kıvamı çok güzeldi. Teşekkürler.,Olumlu
Hızlı ve lezzetliydi.,Olumlu
Çok teşekkür ederiz elinize sağlıklı.,Olumsuz
Rezil br çiğkofte idi ve fanta istedim ayran gelmiş bir acilamada yapilmadioses gibi kalite bir ismi kirletmeainler bence.,Olumsuz
"Notlara dikkat etmiyorsunuz. Lavaş göndermeyin yemiyoruz, çiğ köfte sosuda göndermeyin. Sadece nar ekşisi gönderin diye not yazmıştım. Lavaş ve çiğ köfte sosu geldi, nar ekşisi hiç konulmamış :))))). Bu arada çig köfteniz çok tuzlu. Kıvırcık toprak içindeydi, hiç yıkanmamış. Böyle olmamalı.",Notr
Cok guzeldi.,Olumlu
Güzel hizmet.,Olumlu
Gayet güzeldi. Özellikle bu hava şartlarında gayet hızlı geldi. Lezzeti de gayet iyiydi.,Olumlu
Gayet lezzetli. Uygun fiyata 6 kişi doyduk.,Olumlu
Mükemmeldi.,Olumlu
"Hızlı ve güleryüzlü ulaştırdılar. Lezzeti, sosları oldukça basarılı. Teşekkür ederiz.",Olumlu
Mega dürüm söyledik küçük bişey geldi küçüğünü söyleyin fazladan para ödemeyin.,Olumsuz
Harikaydı!,Olumlu
Odemesini yapmama ragmen siparisim eksik geldi. 2 kere arayip gonderilmesini rica ettim fakat gonderilmedi.,Notr
İyi ya.,Olumlu
Çig köfteler taze degildi.,Notr
1 sos 1 nar ekşisi koyup gönderiyolar.,Olumsuz
"Hayatımda verdiğin en kötü, en berbat siparişti. 20 tl lik mega dürümden 2 tane istedik 40 tlye. 5 tl ye satılan çiğköfte dürümlerden daha kötüydü küçüktü sos yoktu, içinde marul dışında hiçbir şey yoktu. Mega dürüm yazmışlar utanmadan. Normal çiğköfte dürüm daha büyüktür. Kesinlikle uzak durun.",Olumsuz
Yagsiz oldugu surece her zaman lezzetli ve hizli...,Olumlu
"Paketleme zayıftı, poşetten yağ damlıyordu. Yoğurtlu biftek tantuni istedim geçen sene sık sık sipariş verirdim bu yüzden fark ettim ki porsiyon küçülmüş. İndirimli olduğu için küçük geldiyse müşteri uyarılmalı veya indirim yapılmamalı diye düşünüyorum çünkü beklediğimizden az bir porsiyondu.",Olumlu
Güzeldi.,Olumlu
Teşekkürler.,Olumlu
Her zamanki gibi lezzetli.,Olumlu
Tantuni diyemiyecegim yedigim durume uzgunum.,Notr
"Bu seferki efsaneydi, lokum gibi.",Olumlu
Güzel.,Olumlu
Abicim acısız şalgam yok diye acılı şalgam mi gonderilir tantuni o kadar iyi ki salgama bakmiyorsun bile.,Olumlu
Ekmek kağıda yapışıyor. Lezzet harika. Keşke hesabımıza uygun olsa da doyuncaya kadar yiyebilsek.,Olumlu
Sipariş zamanında geldi lezzetliydi bir daha olsa bir daha söylerim.,Olumlu
Elinize sağlık çok hızlı geldi çok teşekkür ederim.,Olumlu
Kuryenin yorum yapıp değerlendirir misiniz demesine gerek kalmayacak kadar lezzetliydi herşey güzeldi tadı sıcaklığı ama kurye öyle diyince kötü zannettim şaşırdım çok güzelmiş ellerinize sağlık.,Olumlu
"Samimi söylüyorum 30 yıllık hayatımda böyle bir tantuni lezzeti görmedim, bundan sonra favorim ve yemek yicem tek adres yestantuni teşekkürler.",Olumlu
Hizli ve sicak cok begendim elinize sağlık.,Olumlu
Lezzetli ve sıcaktı ayrıca kuryede güler yüzlü ve nazikti.,Olumlu
"Tantuni şahaneydi ya. Yanına turp, turşu filan da koymuşlar. Elinize sağlık.",Olumlu
Benim damak tadıma çok uyuyor özellikle et tantunisinin eti cok kaliteli ayrıca hamburgerinide tavsiye ederim teşekkürler samis burger teşekkürler yes tantuni.,Olumlu
Elinize sağlık iyi çalışmalar.,Olumlu
Tantuni güzeldi getiren kuryeci arkadasta iyiydi ama ayranın markasıni degistermelisiniz.,Olumlu
Yanlış ürün geldii.,Olumsuz
Başarılı kuryenizde gayet efendi.,Olumlu
Gelen kurye çok beyefendiydi teşekkür ederiz lezzet servis de çok harika diyemem.,Olumlu
Tavuk tantuni aşırı tuzlu geldi. Yiyemedim. Tuzunu fazla kaçırmışsiniz.,Olumlu
Başarılı.,Olumlu
Patatesimi koymayı unutmuşsunuz.,Olumlu
Tam zamanında ve istedğim gibiydi çok teşekkür ediyorum.,Olumlu
Aslında yanlışlıkla sipariş verdim. Evime uzak olsada siparişim sıcak geldi. İkram olarak helva yollamış olmaları ayrıca hoştu. Kurye arkadaşın nezaketi için ayrıca teşekkür ederim.,Olumlu
Elinize emeğinize sağlık mersine gitmiş kadarda oldum teşekkürler.,Olumlu
Tek kelimeyle harika kötü yorumları hiç hak etmiyorsunuz 15 dk da teslim aldım yemeği umarım böyle devam edersiniz tüm ekibe saygılar sevgiler.,Olumlu
Elinize sağlık.,Olumlu
Ellerinize sağlık harikaydı.,Olumlu
Ellerinize sağlık çok güzeldi.,Olumlu
Çok güzeldi hızlı geldi.,Olumlu
Ellerinize sağlık çıtır incecik.,Olumlu
Herşey mükemmeldi teşekkürler.,Olumlu
Hızlı ve lezzetliydi.,Olumlu
Teşekkürler.,Olumlu
Cok lezzetliydi herkese tavsiye ederim.,Olumlu
Hayatımda yediğim en lezzetli pizza sicacik geldi teşekkür ederim.,Olumlu
Ellerinize sağlık.,Olumlu
Güzeldi beğendim ancak orta boy pizza kücük doyurmuyor.,Olumlu
"Sıcak, lezzetli ve bol malzemeliydi. Teşekkürler.",Olumlu
Harika.,Olumlu
Leziz ve doyurucuydu tavsıye ederim.,Olumlu
İyi.,Olumlu
"Hızlı, sıcak, uygun... Daha ne olsun.",Olumlu
Gayet hoştu.,Olumlu
Elinize sağlık sıcacık geldiği için hız ınıza 10 veriyorum.,Olumlu
Guzek.,Olumlu
Gayet lezizdi tavsiye ederim.,Olumlu
Elinize sağlık çok lezzetliydi kurye için ayrıca teşekkür ederim sıcacıktı.,Olumlu
İçiniz rahat olsun gayet lezzetli ve hızlı idi. Teşekkürler.,Olumlu
Lezzetliydi ustanın eline sağlık.,Olumlu
Şahaneydi.,Olumlu
Akdeniz pizza çok güzeldi ellerini ze sağlık.,Olumlu
Öncelikle istanbulda karlı ve buzlu günde bizlere hizmet vermek için verdiklerini çabalardan dolayı çok teşekkür ederim lezzet olarak gayet başarılı ve lezzetli pizza yedik ustanın eline koluna sağlık.,Olumlu
Siparişim 1 buçuk saatde geldi ve pizza çok soğuktu.,Olumsuz
Pizzalar elime sıcacık ulaştı ve malzemeleri boldu ellerinize sağlık çok teşekkür ederiz.,Olumlu
Bence adamlar dönerin üstadı. Bölgedeki en iyisi diyebilirim.,Olumlu
Süperr.,Olumlu
Gelen dönerin porsiyonu 150 gr az gibiydi.,Olumlu
Verdiğim siparişin bu kadar hızlı ve muntazam gelmesi 10 üzerinden 10. Kurye arkadaşın saygısı ve güleryüzü 10 üzerinden 100...,Olumlu
"Çok hızlı gelen bir sipariş, siparişi getiren beyefendinin nezaketi ile birleşen lezzet...",Olumlu
Lezzetli döner yemek isteyen sipariş verebilir.,Olumlu
"Tam siparişte belirttiğim zamanda sıcak olarak teslim edildi lezzet herzaman ortalama üzerindedir zaten nakibeyde, teşekkürler.",Olumlu
Ellerinize sağlık.,Olumlu
Eski lezzet yok gibi. Fix menü seçeneği de olsa daha iyi olurdu.,Olumlu
Bu siprişimiz çok geç geldi maalesef.,Olumlu
Garnitür cesitlenmesi lazım artık bence...,Olumlu
"5 dakikalik yere 1 saatte buz gibi icinde servis olmayan bir siparis geldi. 20-30 dakika siparis suresi yazarak insanlari yalan beyanla kandiriyosunuz! Tam bir saatte sizden asla bilgi alamadim! Cok kotu ve korkunc bi deneyimdi, bir daha asla siparis vermeyin pisman olursunuz, aldiklari paralar haram.",Olumsuz
İskender yoğurdunu sütaş yoğurt göndermekte nedir?,Notr
Bu seferlige mahsus 10 olarak verdim aynı sorunları inşallah bir daha yaşamayız iyi çalışmalar teşekürler.,Olumlu
Döneri lezzetli. Hız ve servis güzel. Tavsiye ederim.,Olumlu
Nefisti yine telekkürler.,Olumlu
Süper.,Olumlu
10 numara.,Olumlu
Et yediğimi hatırladım ellerinize sağlık.,Olumlu
Biraz yavaş ve soğuktu. Kötü değil.,Olumlu
Geç geldi ve hiç özen gösterilmemiş kesinlikle bu fiyatı haketmiyor...,Olumsuz
"Tahminimden daha hızlı geldi ve çok lezzetliydi, teşekkür ederim.",Olumlu
Soğuk geldi.,Olumlu
"Sevgili yönetici, döner 10, paketleme 10, patates 5. Patates e çözüm bulursaniz, paket servis için donercimiz siz olabilirsiniz.",Olumlu
Yine mükemmelsiniz.,Olumlu
"Bi yemek siparişi verdim 1, 5 saat sonra gönderdiler. Tabi almadan geri gönderdim. Bu kadar geç sipariş gelir mi.",Olumsuz
10 numara.,Olumlu
"Hızlı servis, iyi paketleme.",Olumlu
İyi.,Olumlu
Müko.,Olumlu
